Region,Decade,Age_Bin,dbh_best_dist,dbh_w_aic,dbh_g_aic,dbh_ln_aic,ht_best_dist,ht_w_aic,ht_g_aic,ht_ln_aic
Auckland,1930s,13,Weibull,-44.07832092211856,-42.130343197448724,-41.40250241738626,Weibull,-57.83643680361994,-57.353802623032166,-57.15748718651707
Auckland,1930s,19,Gamma,-8.121295688598485,-8.188288029061114,-8.158232009591764,Weibull,-10.75449865618397,-10.33994427295978,-10.24556046434537
Auckland,1940s,19,Weibull,-29.694857411625364,-28.107885937107966,-27.210443045724002,Weibull,-36.48776839035613,-29.826352463565286,-28.6465395478955
Auckland,1950s,7,Weibull,-30.335855602926564,-30.068191404169724,-29.961214921792575,Weibull,-26.90409553576013,-25.05801460752689,-24.903469186953675
Auckland,1950s,9,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Auckland,1950s,10,Weibull,-146.11615379964238,-135.924580367304,-131.6730331749023,Gamma,-187.80186293443057,-189.30848925023173,-188.3477662508373
Auckland,1950s,13,Weibull,-162.7153280280244,-155.6755307155306,-150.62372476554927,Weibull,-225.18728069367634,-213.0629208004616,-210.14255993677554
Auckland,1950s,15,Gamma,-299.74536383364455,-306.69477137438474,-304.5132786530828,Gamma,-368.416458703259,-368.6919860399623,-365.7975052967147
Auckland,1950s,16,Gamma,-309.7587287161694,-314.3232842730155,-311.50074615065336,Gamma,-337.37389021124073,-338.9985603398652,-337.18617625512167
Auckland,1950s,18,Weibull,-197.7065102769194,-192.3341299839277,-188.46294912486766,Weibull,-229.06367331655528,-228.5629015420665,-227.0410356508766
Auckland,1950s,19,Gamma,-297.40664111991146,-311.64611393485075,-310.30168218779477,Gamma,-221.0675304841535,-232.7028330863774,-231.88507966991313
Auckland,1950s,20,Gamma,-142.44841518139705,-142.54719048237385,-139.93770779501503,Weibull,-203.87116447178025,-202.29094821211044,-201.1978839484378
Auckland,1950s,21,Weibull,-184.46994560593947,-177.20276125074847,-172.62099765616418,Gamma,-211.23162066539794,-212.53125714021894,-211.91959782411402
Auckland,1950s,22,Weibull,-83.68235329583125,-82.63474682954278,-80.38025404683948,Weibull,-58.29036464236507,-56.692232929494104,-55.622559777700054
Auckland,1950s,23,Weibull,-118.30986651999413,-116.84243540329797,-114.80918798824943,Weibull,-147.9774385947214,-136.1243273567207,-133.7736308395148
Auckland,1950s,25,Weibull,-30.812783604030344,-29.994541116953712,-29.03582352603302,Weibull,-31.929681747640046,-28.541462202011495,-27.263904786896777
Auckland,1950s,26,Weibull,-140.2584488660702,-136.0518084991316,-132.8766066117452,Weibull,-188.24883513358893,-179.94911882007978,-177.71239745565973
Auckland,1950s,34,Gamma,-10.22700971883703,-10.243465099208432,-10.221781107817641,Weibull,-24.316135902926316,-24.072869527756055,-23.94937444618562
Auckland,1950s,37,Weibull,-16.2564804082589,-15.385864822350808,-14.685635414301863,Weibull,-52.68847557161915,-49.797490284533204,-49.33478812799369
Auckland,1960s,6,Weibull,-161.8342388366842,-150.74673780156343,-137.9563830434645,Weibull,-203.62422984939857,-196.36178882555194,-189.29371303540424
Auckland,1960s,7,Weibull,-179.7865223199332,-154.74689395995662,-112.88216953577334,Weibull,-140.52976658344915,-109.38436483383032,-81.6818856001083
Auckland,1960s,8,Weibull,-362.70540101631514,-320.03508058676255,-271.3855781530223,Weibull,-298.734719733728,-238.87487031989747,-198.3246631899599
Auckland,1960s,9,Weibull,-200.9888063934224,-191.21307852923417,-180.9377800978479,Weibull,-332.2409076838423,-295.1662610766659,-285.34300792168426
Auckland,1960s,11,Weibull,-268.53307516284286,-266.2457104952745,-259.3441554259772,Weibull,-424.0455504266791,-402.1941552154797,-396.35821859154987
Auckland,1960s,12,Weibull,-97.42722114781076,-95.8391889360736,-94.56218387494853,Gamma,-104.43846560875583,-104.58767893799991,-104.25753713201767
Auckland,1960s,13,Weibull,-242.6739250489477,-223.54134486564942,-207.7220655735464,Weibull,-347.560637240215,-302.9475021424474,-292.38024412466046
Auckland,1960s,14,Weibull,-133.83857366027019,-127.59602296407942,-125.87299969617993,Gamma,-130.17733569673726,-133.05954937500576,-132.84124133457703
Auckland,1960s,15,Weibull,-351.51676480097746,-335.1849365816738,-321.437433692195,Weibull,-472.78560241929716,-432.1248088215685,-422.41455449730614
Auckland,1960s,16,Gamma,-326.9046737790908,-328.8768707357216,-323.5110652753754,Weibull,-331.61301552443507,-321.8696325235932,-317.157964459511
Auckland,1960s,18,Weibull,-299.14737040933824,-298.2678118047229,-293.00621915444486,Weibull,-295.2095759992951,-284.39653636099456,-279.39495279157364
Auckland,1960s,19,Weibull,-18.09325267898481,-17.80666363925275,-17.243464110212237,Weibull,-15.63733165781358,-14.061407828499632,-13.395114096023658
Auckland,1960s,20,Weibull,-224.32909136490542,-223.55132254382096,-216.67900081954966,Weibull,-208.19201773254568,-185.82659432889182,-177.6272179227519
Auckland,1960s,21,Weibull,-409.3421871536612,-391.3335121003899,-375.9973816974351,Weibull,-326.0737081361605,-277.801227904971,-260.69363984940446
Auckland,1960s,22,Gamma,-205.75834265023897,-209.75812693886365,-207.60347852784832,Weibull,-224.44546214561788,-215.7324368550635,-209.5659166579762
Auckland,1960s,23,Weibull,-360.54479177897116,-339.4928520617561,-327.7816542239311,Weibull,-428.5999344778369,-400.238711494416,-391.10730132057876
Auckland,1960s,24,Weibull,-318.1852180220897,-308.4276361539646,-298.704209692833,Weibull,-371.1894045528824,-325.9953400386729,-314.68269248475906
Auckland,1960s,25,Weibull,-353.4429846335589,-330.81367641531455,-315.56721210444266,Weibull,-341.91334863789507,-297.9762497546152,-282.7687798802791
Auckland,1960s,26,Weibull,-292.4862772075806,-278.5954144088255,-259.78999786986736,Weibull,-281.3822741172217,-267.00334971386485,-258.0762287988975
Auckland,1960s,27,Weibull,-192.08293921947168,-177.82096772993475,-170.9025242623769,Weibull,-189.11262397146993,-169.332243027274,-159.84119437264428
Auckland,1960s,28,Weibull,-248.18137381738546,-247.34372956426452,-242.3449612578441,Weibull,-346.2010588311448,-341.1913832015895,-337.0068657568372
Auckland,1960s,29,Weibull,-201.8645966051468,-199.23042902139332,-193.1303380488688,Gamma,-179.57918092676906,-187.22370523644196,-186.40830700378945
Auckland,1960s,30,Weibull,-187.0893113227308,-185.03966234622598,-179.43760299099583,Weibull,-325.8216777283063,-322.8457150410678,-319.03030423685027
Auckland,1960s,31,Weibull,-192.73602311260385,-187.36711291050253,-179.71631380414746,Weibull,-201.3090096218763,-199.2261648422049,-197.18903645857742
Auckland,1960s,32,Weibull,-122.85897020468605,-118.47021049496401,-114.93879705925346,Weibull,-170.2221813258731,-163.98803806789303,-160.62558650017195
Auckland,1960s,33,Weibull,-90.51996033048765,-79.88651478511748,-73.96917165422202,Weibull,-183.90971937980413,-168.13411703226592,-164.94489016308307
Auckland,1960s,34,Gamma,-79.81241422219479,-80.89760838056318,-80.02983219381895,Lognormal,-147.16563898961581,-154.72546612829728,-154.95014468039486
Auckland,1960s,35,Weibull,-31.04220244659456,-29.106203492784523,-28.19692927364261,Weibull,-53.47130938234175,-52.75296176018459,-52.34064969232078
Auckland,1960s,36,Gamma,-68.6742492794168,-69.09596727457819,-68.11474250145008,Lognormal,-130.5287943222872,-138.29783240480802,-138.52352360495618
Auckland,1960s,37,Weibull,-25.668513318202088,-23.956495930953018,-23.27046910187117,Lognormal,-46.31435240710972,-48.5017287037092,-48.52713619614845
Auckland,1970s,3,Lognormal,-723.0655500265649,-798.3016477663389,-815.5079635273132,Lognormal,-750.627556893007,-851.2023295816233,-861.856341680617
Auckland,1970s,4,Weibull,-936.8392317547639,-814.1804524717745,-588.2270537124322,Gamma,-1618.312274237882,-1625.503157645667,-1559.8521040903995
Auckland,1970s,5,Weibull,-2915.2408904046524,-2516.156880201912,-2145.282028806549,Weibull,-3420.576670820654,-3230.974511777046,-3027.45473705243
Auckland,1970s,6,Weibull,-1797.0744431964536,-1618.8674220584141,-1242.5116212685255,Weibull,-2599.37701470899,-2439.883839029687,-2251.671970838584
Auckland,1970s,7,Weibull,-1842.43694203968,-1651.406217743861,-1329.4346335466255,Weibull,-1037.2469240470161,-837.6233822935413,-621.8749005429027
Auckland,1970s,8,Weibull,-2654.682590911172,-2532.1708221736553,-2323.852550724653,Weibull,-2720.3388510270092,-2363.1855513343376,-2156.875952695799
Auckland,1970s,9,Weibull,-4968.11821225909,-4673.970357652659,-4386.691241073162,Weibull,-2884.1600574934,-2502.992496751857,-2220.116844134889
Auckland,1970s,10,Weibull,-2715.0167533347917,-2657.179379710773,-2516.7661218286084,Gamma,-2234.7724198103415,-2282.2561995749356,-2230.492096745263
Auckland,1970s,11,Weibull,-3176.8585863805038,-3133.021977954419,-3008.589834358308,Weibull,-2687.878742245094,-2468.0094331730425,-2311.1603802675604
Auckland,1970s,12,Weibull,-969.0445223781988,-963.3038287530137,-920.2651764008274,Weibull,-880.3395047073707,-838.5848165677621,-795.1918867543122
Auckland,1970s,13,Gamma,-1069.892231465054,-1081.003601494462,-1052.2651921766412,Weibull,-968.9801116016566,-851.331641859874,-791.5672013067299
Auckland,1970s,14,Weibull,-800.1901093433528,-778.9947793643101,-754.9902189079017,Weibull,-773.3275892582334,-750.9175653792,-733.9684087381156
Auckland,1970s,15,Weibull,-424.8532956421966,-411.68895636094175,-400.92501520983717,Gamma,-365.8764124075479,-384.96597913314514,-380.18393797621667
Auckland,1970s,16,Weibull,-685.4200229343439,-675.7783076175967,-659.7270710265002,Weibull,-632.9012490837371,-612.0854402306953,-599.3375423838548
Auckland,1970s,17,Weibull,-303.92322170276185,-293.2391451453135,-284.4020715878255,Gamma,-344.79484208127,-371.5535216246124,-369.57773156933825
Auckland,1970s,18,Weibull,-808.6385465758966,-790.0666102872534,-769.2345273776062,Weibull,-743.6130982383421,-680.2417636122979,-659.5096746337881
Auckland,1970s,19,Weibull,-366.3441963779437,-364.1857301074619,-356.62322998161176,Weibull,-385.27321726439993,-342.37644705508444,-330.71317228847823
Auckland,1970s,20,Weibull,-458.87656893336674,-423.0097942076494,-404.33960137182777,Weibull,-357.88097178853707,-323.22649110826154,-306.1419778048345
Auckland,1970s,21,Weibull,-562.7731950890044,-558.0356988037876,-546.770095941096,Gamma,-557.4312575851346,-596.6598529560457,-592.5693048930173
Auckland,1970s,22,Weibull,-257.67303576962786,-250.78337012608836,-245.26854412696682,Gamma,-373.9158675671013,-389.6061965280876,-387.6107512829178
Auckland,1970s,23,Weibull,-512.8130380952589,-478.3538008067702,-459.9879481533284,Weibull,-560.2762453214149,-548.8769325497254,-540.2084664225118
Auckland,1970s,24,Gamma,-137.68159344977386,-142.90339347272015,-141.83244646987404,Gamma,-93.58288162063796,-95.69189433137322,-94.87919454957235
Auckland,1970s,25,Weibull,-865.3807994348043,-834.8835104194412,-817.5255297938604,Weibull,-964.5898446059589,-848.111592476932,-817.3455210489996
Auckland,1970s,26,Weibull,-63.9493937952751,-58.59131951027446,-54.61891388971565,Weibull,-56.49703442705901,-54.371356010527705,-52.23436023070724
Auckland,1970s,27,Lognormal,-907.766173335369,-983.7739408011475,-987.0591402821555,Lognormal,-701.9218578027014,-797.0262771518275,-806.6982293191425
Auckland,1970s,28,Weibull,-75.03801685850308,-66.77434642927794,-59.67596944125271,Weibull,-88.46003316591384,-73.5942461447133,-67.6594270368877
Auckland,1970s,29,Weibull,-198.86337220043694,-189.03934185912848,-180.95197738715873,Weibull,-216.76555083472985,-204.34944516807897,-199.55532694615815
Auckland,1970s,30,Weibull,-229.15054095869814,-220.9110930440689,-212.7024024961612,Weibull,-332.5721681483746,-310.59315895998054,-305.0877209559828
Auckland,1970s,31,Weibull,-220.38062850425158,-208.76845414018217,-198.71372006221094,Weibull,-203.130335637229,-194.45335446926325,-189.63625606657615
Auckland,1970s,32,Gamma,-199.6206883254918,-210.1867166201104,-209.672768628816,Gamma,-285.4433817987838,-298.41194575772505,-298.21698229201724
Auckland,1970s,33,Weibull,-207.11462353718122,-199.61443842882431,-190.90336867209112,Weibull,-329.38471801261716,-300.69931616055214,-292.485848484947
Auckland,1970s,34,Gamma,-73.78718054843785,-73.83220399290754,-70.23662296278073,Lognormal,-92.09972931951995,-102.26520012793611,-102.93910789276508
Auckland,1970s,35,Gamma,-328.4452369740662,-340.2239530348779,-336.0122247852022,Lognormal,-373.5834679487465,-389.086252225861,-389.1288930242585
Auckland,1970s,36,Gamma,-234.82357981902916,-249.3446458720006,-246.7040605179016,Gamma,-395.9181460495549,-396.8601597415826,-394.01097654287037
Auckland,1970s,38,Weibull,-110.39202800523744,-97.94188787061819,-88.01785368955585,Weibull,-216.3682278907042,-198.45351742705077,-191.145147298404
Auckland,1970s,39,Gamma,-156.60954444047786,-158.72722669753347,-154.42199627837493,Lognormal,-333.62060862456985,-367.27579095593103,-367.597448091776
Auckland,1970s,40,Weibull,-57.583295391180044,-48.20383098204135,-41.61714923065019,Weibull,-137.60165890467945,-119.46667688182747,-114.64033333116946
Auckland,1970s,41,Gamma,-16.96182824942179,-18.44013771759763,-18.201426451044835,Gamma,-59.417489066842414,-60.32823679681161,-60.212277458675075
Auckland,1970s,42,Gamma,-71.65058498946262,-75.05030585388076,-74.5311059852714,Gamma,-159.2867518814795,-165.25873431377192,-165.04856007759867
Auckland,1970s,43,Weibull,-99.09305012008915,-92.41348713817406,-87.79937634218469,Gamma,-271.00264725326974,-273.66882726701317,-273.01538308064306
Auckland,1970s,46,Gamma,-48.72435270351664,-51.40454513179676,-51.26220352649302,Lognormal,-81.12259509698666,-86.60591209974342,-86.79196480210305
Auckland,1980s,3,Weibull,-1167.182810728479,-737.0930498366046,365.0042663845862,Weibull,-2648.533967674691,-2446.1771859228716,-2226.521101033691
Auckland,1980s,4,Weibull,-2717.8482147378854,-1564.200029972532,1694.322374689333,Weibull,-5704.458849785776,-5058.905758449787,-4088.125905283279
Auckland,1980s,5,Weibull,-11161.518005521055,-8785.782926679198,-4283.231014612352,Weibull,-12732.421880810922,-11475.831322221999,-9903.107782503248
Auckland,1980s,6,Weibull,-10086.490731478589,-8637.20554047069,-5587.409122552149,Weibull,-11668.234872854757,-11019.607052629759,-9928.689651815972
Auckland,1980s,7,Gamma,-7052.364066838168,-7385.9023010985,-7242.218783872955,Gamma,-5286.630585640267,-5520.484954681691,-5408.209841526866
Auckland,1980s,8,Gamma,-6389.667230301653,-6805.004171795284,-6769.035269644481,Lognormal,-5028.111381679018,-5531.1232110075025,-5539.97709927325
Auckland,1980s,9,Gamma,-5544.7777842122505,-5717.348924007376,-5561.167508137172,Weibull,-6022.804916086361,-5703.328549367419,-5468.432903870013
Auckland,1980s,10,Gamma,-8738.77465059195,-8848.166396007207,-8549.707817840266,Weibull,-7985.183684655067,-7284.957207667531,-6866.479568367504
Auckland,1980s,11,Gamma,-8125.299474784903,-8603.21333543316,-8475.969489162253,Gamma,-10376.55087173449,-10418.934048560104,-10233.891550124743
Auckland,1980s,12,Gamma,-7144.460356449883,-7730.8784168668335,-7712.469639091839,Gamma,-7997.547366402224,-8253.95713445906,-8150.041599380225
Auckland,1980s,13,Gamma,-6344.380138223376,-6533.884081926309,-6349.742556558635,Weibull,-7194.326501621836,-7031.158184117913,-6799.179870993081
Auckland,1980s,14,Weibull,-4706.349856727009,-4593.934783775633,-4246.664180887752,Weibull,-5453.108146222084,-5286.40398640242,-5062.485632937585
Auckland,1980s,15,Gamma,-4792.676166618787,-5010.418666815923,-4973.89766933428,Weibull,-5690.480049921251,-5634.85827648475,-5530.06633941651
Auckland,1980s,16,Gamma,-3097.865693956806,-3165.1029034497874,-3075.13685209125,Gamma,-3641.868285704794,-3688.4105624111826,-3618.7702518375995
Auckland,1980s,17,Gamma,-2114.1205184327873,-2175.594688270428,-2095.5339177506435,Weibull,-2709.9023392516224,-2678.5536376994787,-2591.0501999146827
Auckland,1980s,18,Gamma,-1926.7815470408086,-1946.0640570648452,-1873.0677153554316,Weibull,-2241.2403880739253,-2166.171493434978,-2081.854598632995
Auckland,1980s,19,Weibull,-2201.9045413454533,-2170.363601026092,-2076.2378382683696,Weibull,-2459.7703048075136,-2347.531037851816,-2254.7445329161087
Auckland,1980s,20,Weibull,-2316.3330366037562,-2243.005929118297,-2127.6580468922675,Weibull,-2761.0331414930283,-2727.309491531056,-2661.6792908710863
Auckland,1980s,21,Weibull,-1678.4139782016687,-1592.1172549997698,-1500.4900855150013,Weibull,-1492.1849040951286,-1296.8883619284925,-1200.9619935404476
Auckland,1980s,22,Gamma,-1029.4038619602745,-1050.8043673225516,-1033.5740390312844,Weibull,-1125.49811020534,-1092.3384009604006,-1073.3045203396916
Auckland,1980s,23,Gamma,-918.7411471833399,-932.9929790264234,-911.4733834081294,Weibull,-806.0125951548498,-697.3385043515024,-657.854554021875
Auckland,1980s,24,Weibull,-877.5689290413171,-876.0192370528066,-858.3380247357268,Weibull,-796.6955369327361,-715.8503150547496,-685.799724797532
Auckland,1980s,25,Gamma,-1129.690032656577,-1129.8710120667463,-1105.9002495722432,Weibull,-974.0170960564686,-890.2597801559459,-861.86832913692194
Auckland,1980s,26,Gamma,-832.7896039132828,-833.7769532689749,-819.4963495774297,Weibull,-692.5694320805381,-670.9622715244644,-658.2131144001636
Auckland,1980s,27,Weibull,-1026.806375407251,-1004.4779812613156,-977.6408617410517,Weibull,-910.7133813688607,-817.9752283890999,-781.1257681785686
Auckland,1980s,28,Weibull,-1006.137507356949,-995.2918782013326,-968.5501937361915,Weibull,-845.0480079910242,-800.7273413253452,-781.4111147845551
Auckland,1980s,29,Weibull,-518.0543950651016,-505.901415143475,-490.5595265656021,Weibull,-438.03851253344754,-434.23805704999177,-427.63182612874954
Auckland,1980s,30,Weibull,-688.2351781834004,-626.3818730234239,-576.5514792653688,Weibull,-839.3430651749472,-813.0690733707029,-784.2750594253488
Auckland,1980s,31,Weibull,-330.14330804505187,-306.89572651891297,-281.4685657308276,Weibull,-319.42454588726923,-294.56345584711397,-276.71423031690273
Auckland,1980s,32,Weibull,-451.39827749161935,-442.4118919390774,-429.7676006149086,Gamma,-395.9696413656639,-401.1734362440598,-396.05899705461604
Auckland,1980s,33,Weibull,-509.18046036303053,-465.0721246040217,-439.08190994367123,Gamma,-845.2459958359132,-863.5451246819482,-856.2497062411295
Auckland,1980s,34,Weibull,-179.0888088832373,-159.36649767907613,-144.84856160373707,Weibull,-195.45937786212494,-195.4424208807561,-191.4971076792566
Auckland,1980s,35,Weibull,-88.94937661442462,-83.03940460997487,-79.76415448402828,Lognormal,-66.59469485486301,-73.23622410561477,-73.9251045782378
Auckland,1980s,36,Weibull,-237.03779046634872,-225.42159724966493,-214.82107335433267,Gamma,-369.5803623486453,-394.23279993217506,-391.40516609542715
Auckland,1980s,37,Weibull,-45.251528019428235,-43.06848913044618,-41.236519134626114,Weibull,-94.41577000008165,-93.9119857607543,-93.26521979800519
Auckland,1980s,38,Gamma,-53.756451907944864,-54.13057000538167,-53.734685438223266,Weibull,-92.89597458971964,-91.6642730359052,-91.09913295730303
Auckland,1980s,39,Gamma,-196.35730254437186,-203.62736967800146,-199.98669696887376,Gamma,-319.00191400438,-339.0269085103585,-337.35504219703665
Auckland,1980s,40,Gamma,-184.11712591975808,-193.5419801401807,-190.92414957493534,Lognormal,-232.13285703551347,-256.64155973010435,-257.76696930182646
Auckland,1980s,41,Gamma,-171.9428572745414,-173.96614838736673,-169.99848023477105,Gamma,-282.3706186176886,-297.740919930306,-297.61895808279706
Auckland,1980s,42,Gamma,-91.66717082888205,-95.53206297864232,-93.34263803509059,Lognormal,-134.43579192846818,-148.08406960386762,-148.7303568546039
Auckland,1980s,43,Gamma,-47.593587005399655,-52.311912614057526,-51.01478671685678,Weibull,-91.02981247061493,-85.71242257398015,-83.81751911881295
Auckland,1980s,44,Gamma,-36.74837868258884,-38.24543882758585,-37.688807333161265,Lognormal,-68.11108810292927,-73.19706793667915,-73.53138130784363
Auckland,1980s,45,Gamma,-120.7444257924741,-124.21698714182136,-120.17011099909968,Lognormal,-173.5137036050535,-214.12876129031463,-219.31823502854363
Auckland,1980s,46,Lognormal,-8.767339528517489,-9.778375583064479,-9.939624961373658,Lognormal,-26.661035099893912,-27.54775382454604,-27.58819715770337
Auckland,1980s,47,Weibull,-11.690814498270509,-10.598392709804777,-10.395436556803173,Weibull,-21.86232552265813,-21.857272657515573,-21.74717056502371
Auckland,1990s,4,Weibull,-13.088552961059627,-11.954472492807518,-10.599538466768418,Gamma,-19.1862591676591,-20.121187662514092,-19.999973599756117
Auckland,1990s,5,Weibull,-1733.2202956718932,-1672.3638249529192,-1490.7559665460944,Weibull,-2378.4409840959943,-2249.4021169143357,-2095.98627517938
Auckland,1990s,6,Weibull,-2325.993139200332,-2143.633186393382,-1996.4483604312538,Gamma,-2793.960215766637,-2812.5245426695174,-2754.9145379440392
Auckland,1990s,7,Weibull,-3890.551462465485,-3747.4551442716306,-3585.586305960444,Gamma,-4141.610074470097,-4209.939024967413,-4154.986327691469
Auckland,1990s,8,Weibull,-1846.8376138257825,-1474.6408588337604,-702.7012217603158,Weibull,-1760.4326677064187,-1229.2269280376781,-810.0122725853969
Auckland,1990s,9,Gamma,-2102.036633475225,-2253.021322707916,-2238.3263621110973,Gamma,-2392.2796732310053,-2470.012654414308,-2454.958978503101
Auckland,1990s,10,Lognormal,-1530.4079958323346,-1739.2606239699062,-1758.5831999423717,Gamma,-2141.885116104377,-2253.2781574550513,-2242.9004885159243
Auckland,1990s,11,Gamma,-2263.7823238160677,-2472.6563506133916,-2459.8685263963525,Gamma,-2594.9176179632314,-2808.4627777049377,-2802.06290023416
Auckland,1990s,12,Gamma,-3476.865792267146,-3595.601846420873,-3534.5655537311413,Gamma,-3796.592097517736,-3944.533483411409,-3868.865706355329
Auckland,1990s,13,Lognormal,-1788.0628453269758,-1969.8539641079249,-1975.4914252190968,Gamma,-3023.1723323359383,-3024.954904525933,-2986.6481710991825
Auckland,1990s,14,Lognormal,-2699.360633995117,-2944.612518952936,-2955.3145041334265,Weibull,-4218.472523425449,-4113.631198225848,-4017.8952570408705
Auckland,1990s,15,Lognormal,-3743.416545248868,-4152.882290616045,-4193.365430795123,Gamma,-6434.302841691477,-6569.405529506198,-6526.3965247607985
Auckland,1990s,16,Gamma,-4249.063033668086,-4564.39395125668,-4540.427932488929,Gamma,-4575.688050963693,-4826.487365002768,-4820.293427215068
Auckland,1990s,17,Gamma,-3350.417805859686,-3660.6402013221264,-3654.788022576368,Gamma,-4822.024634418427,-4932.571357905963,-4902.8274199472535
Auckland,1990s,18,Gamma,-3836.7555243055112,-4021.0304822765893,-3979.076821289027,Gamma,-4300.849053300779,-4484.155093670779,-4456.33979100269
Auckland,1990s,19,Gamma,-2625.995583571866,-2857.090651133066,-2840.844492206831,Weibull,-3483.5723324203304,-3440.2709184221426,-3348.737859510722
Auckland,1990s,20,Gamma,-2213.867445561379,-2299.603249342347,-2253.391598229928,Gamma,-2929.9467013938406,-3022.921825320846,-2997.157724775116
Auckland,1990s,21,Gamma,-3145.9543458876888,-3329.9724415955534,-3304.888411429673,Weibull,-3449.967537073304,-3388.4969953022824,-3297.515569936849
Auckland,1990s,22,Gamma,-1389.6108766156578,-1454.7783123308445,-1427.757958542728,Gamma,-1757.4627935666015,-1796.1122711909768,-1769.8622588588457
Auckland,1990s,23,Gamma,-1508.1501466759457,-1559.9999427942955,-1515.1387443979836,Weibull,-1634.2081807172196,-1593.0328784322155,-1532.2390490255857
Auckland,1990s,24,Gamma,-1790.3706886441998,-1841.5039386872793,-1809.258064813551,Gamma,-1853.408499947989,-1924.6168284512344,-1898.888045572668
Auckland,1990s,25,Gamma,-1874.8866463295622,-2032.2452205405991,-2027.400698747476,Weibull,-2279.3482915217546,-2239.0548623778272,-2199.763690060963
Auckland,1990s,26,Gamma,-1256.8961920772867,-1269.408642272099,-1233.8449957585544,Weibull,-1110.0577447848252,-1026.214162548193,-963.3614359572085
Auckland,1990s,27,Lognormal,-826.9647408788488,-906.0098325646298,-907.1459805377284,Gamma,-1102.6845769401361,-1182.5974810149264,-1179.7517464106377
Auckland,1990s,28,Weibull,-830.7995768183188,-795.3081694438912,-757.9505505245147,Weibull,-882.830950633384,-776.6317894824538,-710.2859232952003
Auckland,1990s,29,Gamma,-335.0191687293597,-350.11268857853634,-347.3311372387666,Gamma,-389.29759253839615,-408.34917590470104,-407.2139719270022
Auckland,1990s,30,Weibull,-231.97112092816005,-231.79198793367874,-225.44124596915407,Weibull,-295.7120758306907,-286.0013616799123,-281.98546758533587
Auckland,1990s,31,Gamma,-383.3759634158084,-393.852954493169,-389.67328619759996,Weibull,-467.09922433946076,-426.08761826738817,-415.12116398970335
Auckland,1990s,32,Weibull,-536.9378319087774,-528.5279978614925,-514.6084795825329,Weibull,-462.5849481056964,-431.2673946238343,-420.30434776033917
Auckland,1990s,33,Gamma,-99.93469973553056,-106.03898426863928,-104.83859308756655,Weibull,-101.87439183258022,-100.34749377481832,-98.91809522014847
Auckland,1990s,34,Weibull,-46.298786890667245,-44.93222743130422,-43.7672547219233,Lognormal,-68.58984985497693,-77.34577099610016,-78.25884672274942
Auckland,1990s,37,Weibull,-10.499379932939917,-10.399763946743025,-10.141808461561517,Gamma,-23.588702107112667,-24.156486301882172,-24.12685333795893
Auckland,1990s,40,Gamma,-16.72905541528032,-17.205783543354066,-17.12523163323648,Lognormal,-31.329033861310286,-31.767717018367435,-31.78072036818334
Auckland,2000s,5,Weibull,-54.939958897180155,-40.202724618580234,-20.471540789860633,Weibull,-68.47508853845812,-50.735568096477245,-34.60752665933078
Auckland,2000s,6,Weibull,-182.1318403604947,-144.31737192405626,-101.39770048630605,Weibull,-260.6298353172557,-227.57672222985795,-205.40595743328282
Auckland,2000s,7,Gamma,-1255.8377439441517,-1278.2194754231396,-1251.815165163671,Weibull,-1233.6635992182048,-1173.8918742451212,-1135.4728265643378
Auckland,2000s,8,Weibull,-1169.2943841970982,-1157.8768504825327,-1121.5876288050797,Weibull,-1401.4650461308775,-1357.6439469439933,-1331.2138049143598
Auckland,2000s,9,Weibull,-1110.8681232923504,-1103.286195899046,-1071.2793370630372,Weibull,-1450.9248215222162,-1421.668685856056,-1402.6864937333385
Auckland,2000s,10,Gamma,-593.111522001143,-604.2064129011549,-592.4577617118558,Weibull,-688.077756506796,-668.2928519192841,-657.8280877312292
Auckland,2000s,11,Gamma,-812.8241326258983,-814.6748617137077,-797.0880353402781,Weibull,-1128.589358637499,-1098.412221929082,-1076.622181467397
Auckland,2000s,12,Gamma,-570.16009830989606,-586.0139030034989,-578.6276019902991,Weibull,-671.4039968461556,-616.1309637558994,-596.8132766220336
Auckland,2000s,13,Gamma,-586.8771070929591,-591.5791415547228,-577.3460064670803,Weibull,-717.1217913220199,-662.6467928700032,-641.6115546870622
Auckland,2000s,14,Gamma,-267.9174340619398,-279.01329398230297,-277.4105371268604,Gamma,-334.09436073159156,-341.952694497834,-340.7272143928152
Auckland,2000s,15,Lognormal,-1141.4518662365344,-1245.8995826999903,-1255.4338380872098,Gamma,-1588.0602038137836,-1652.6272976818505,-1650.1128724319897
Auckland,2000s,16,Weibull,-44.7206126525988,-40.936778012199056,-39.65818050820093,Weibull,-58.556098923721855,-57.912600040319845,-57.638289587082205
Auckland,2000s,17,Gamma,-97.17490234513049,-98.85282076392373,-96.63240537381778,Gamma,-155.8753270322797,-161.84407349097242,-161.598060155223
Auckland,2000s,18,Lognormal,-1341.874883096234,-1570.0256177580866,-1605.3246553880128,Lognormal,-1941.5890206476859,-2082.840856515922,-2085.425344504869
Auckland,2000s,19,Weibull,-103.46749694664487,-97.85107760786964,-92.25026047532606,Gamma,-120.2836749273072,-120.98919419301203,-119.37126828273252
Auckland,2000s,20,Gamma,-991.5148426245289,-1069.002890086385,-1068.8796199915912,Gamma,-1379.257262195565,-1399.5938288482919,-1394.8815683845366
