Region,Decade,Age_Bin,dbh_best_dist,dbh_w_aic,dbh_g_aic,dbh_ln_aic,ht_best_dist,ht_w_aic,ht_g_aic,ht_ln_aic
Taupo,2000s,3,Gamma,-809.3585297878302,-812.6681778688779,-784.8084979947675,Gamma,-1013.2414845627815,-1078.2974995687375,-1077.3725062316942
Taupo,2000s,4,Weibull,-2318.4816579742646,-2138.3128180442864,-1762.4751500648695,Gamma,-3207.86263148268,-3385.207192219637,-3326.1439595852585
Taupo,2000s,5,Weibull,-2028.2094619254847,-1891.2929819558187,-1588.0766671127205,Gamma,-2307.562327792682,-2309.612230162079,-2239.26392135801
Taupo,2000s,6,Weibull,-2531.7598606159227,-2430.474767036367,-2333.9477204609025,Gamma,-2562.8176026881492,-2600.9925549910827,-2537.5703677618835
Taupo,2000s,7,Weibull,-2793.52988034483,-2561.8136369151534,-2391.021136793439,Weibull,-2409.4595945026354,-2400.74660993007,-2334.8214136231113
Taupo,2000s,8,Weibull,-7498.4932137647165,-7421.346105473389,-7312.140027131589,Gamma,-4471.852696644055,-5050.007487731085,-5026.732890800888
Taupo,2000s,9,Weibull,-2744.732127465407,-2731.756592650858,-2672.2350162282505,Weibull,-2899.8351547544835,-2861.8623688218677,-2810.625647246094
Taupo,2000s,10,Weibull,-1887.3003813469102,-1714.0136623250698,-1544.5089902172356,Weibull,-2143.4470793788983,-1906.2174684345705,-1769.0144653833597
Taupo,2000s,11,Weibull,-2090.0038076582737,-2081.281170546536,-2029.439714840817,Weibull,-2040.1036151588341,-1922.3343102908002,-1866.1538537426604
Taupo,2000s,12,Weibull,-2061.3521527769985,-1994.6350572265706,-1899.6276934835328,Weibull,-2252.3408254978676,-2138.6600366287607,-2073.9957125408714
Taupo,2000s,13,Weibull,-1209.8966875083054,-1128.6847911459954,-1055.825954094181,Weibull,-1815.5628479872912,-1731.4810610186448,-1690.1925174944674
Taupo,2000s,14,Weibull,-2070.829895928914,-2019.7835958878763,-1945.1582845316714,Weibull,-2201.4828790946094,-2123.153806905939,-2075.6226033249945
Taupo,2000s,15,Weibull,-910.144692728952,-833.3972697663622,-789.1700397854429,Lognormal,-1277.050579801111,-1418.82562401505,-1426.7761359920821
Taupo,2000s,16,Weibull,-1354.4203077864686,-1339.7421147408622,-1297.4982475459228,Weibull,-1589.4450318083482,-1588.0758932590875,-1565.3423395452965
Taupo,2000s,17,Gamma,-1976.2990514017363,-2001.1596909609868,-1953.5738826879597,Weibull,-2284.458878102651,-2266.0214313978618,-2234.3477346504046
Taupo,2000s,18,Gamma,-1547.2829430022662,-1577.6772403905502,-1554.4528715154122,Gamma,-1998.1476693617208,-2118.7720734992154,-2116.043509316784
Taupo,2000s,19,Gamma,-1559.555993892413,-1583.5981954839683,-1539.13532434773,Weibull,-1694.0360786177482,-1650.9589292148157,-1607.0123711576796
Taupo,2000s,20,Weibull,-2951.8241101340795,-2897.3951132002926,-2799.561390707457,Weibull,-3474.6696763980635,-3106.716156160033,-2942.0763300193325
Taupo,2000s,21,Gamma,-2103.3723847870538,-2109.5219902361714,-2040.9918956931524,Weibull,-3084.8153744541373,-2989.90470808189,-2923.6284077740615
Taupo,2000s,22,Gamma,-2988.0808301594143,-3011.9030802050343,-2932.235914780206,Weibull,-3635.112036030772,-3497.5312894884755,-3374.801802953053
Taupo,2000s,23,Weibull,-3159.6392805928763,-3063.59206434607,-2961.8817589854093,Weibull,-3650.9334364093916,-3400.0192139394444,-3297.896234278788
Taupo,2000s,24,Gamma,-2619.37333893458,-2635.7558655170888,-2551.6936972198914,Weibull,-3767.7265377362487,-3445.3670117456527,-3300.7210986009954
Taupo,2000s,25,Gamma,-2206.366095627382,-2210.7680875446185,-2158.1868976498695,Weibull,-2825.311962771014,-2587.6296007985807,-2501.609035453488
Taupo,2000s,26,Weibull,-2433.8757403531913,-2422.6885940711863,-2360.9154367652773,Weibull,-3163.515274486825,-3039.5106059804466,-2978.6542715835467
Taupo,2000s,27,Gamma,-1471.8891999532007,-1502.0221343987,-1467.3034781233762,Gamma,-2444.735705000167,-2466.6308315300435,-2443.301174480332
Taupo,2000s,28,Gamma,-773.4267913687341,-793.7940033056251,-776.5471018167832,Weibull,-1237.1525087379769,-1143.1873953754432,-1111.1191210974466
Taupo,2000s,29,Weibull,-448.5351997660043,-411.3964282661045,-388.98615268620256,Weibull,-427.0651056733083,-363.32285845378794,-338.1321252708004
Taupo,2000s,30,Weibull,-230.68956581901327,-227.4372887156219,-218.96582036725135,Weibull,-256.7730290383289,-225.13300076290486,-213.75691923381459
Taupo,2000s,31,Weibull,-242.8369469310453,-228.80076424177977,-218.37927586112693,Gamma,-170.71112353531902,-174.17556525681897,-171.8700733169573
Taupo,2000s,32,Weibull,-39.40777595762263,-38.09831604458975,-35.91903062408575,Weibull,-68.38684587589182,-47.49010653294841,-43.405128747944474
Taupo,2000s,33,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
Taupo,2010s,1,Lognormal,-826.7877942224152,-5582.196473839675,-6144.168243451001,Weibull,-1433.9591252958649,-1408.5877999574648,-1366.3962274546761
Taupo,2010s,2,Weibull,-221.11838153125265,-220.59903997221852,-163.5331212021431,Weibull,-322.50749433352496,-308.1511619793909,-281.1378596198835
Taupo,2010s,3,Weibull,-784.5242065545477,-585.869151171822,145.23188183994884,Gamma,-1149.0825099578149,-1165.1579014307092,-1030.6192109787648
Taupo,2010s,4,Weibull,-676.0486316372964,-516.0508546188997,-116.97363244993771,Weibull,-1258.999436666907,-1180.9416494998939,-1095.3774264608883
Taupo,2010s,5,Weibull,-2674.8338843587176,-2104.9201171847853,-1409.1419173104953,Weibull,-2701.193750608816,-2440.6599757728327,-2192.481700549756
Taupo,2010s,6,Weibull,-2811.8279552701206,-2523.1098128388207,-2219.625718715141,Weibull,-2347.693517934287,-2320.5102141956436,-2164.676294193371
Taupo,2010s,7,Weibull,-3282.7643853746386,-3150.9109590041826,-2948.285430580501,Weibull,-2939.4364317986847,-2636.6892207816272,-2418.534069685836
Taupo,2010s,8,Weibull,-7113.189854160042,-7019.001592867171,-6854.843976875622,Weibull,-4802.238124352363,-4633.7465049207985,-4502.290932390923
Taupo,2010s,9,Weibull,-3666.804230952753,-3596.546326369754,-3446.7951512213526,Weibull,-2841.085535188017,-2734.9612235816153,-2601.5463939517153
Taupo,2010s,10,Gamma,-2755.7769443375323,-2806.2966383094713,-2727.3785028724174,Weibull,-3196.5458804664972,-3108.260870269529,-3029.246219154066
Taupo,2010s,11,Weibull,-3279.2444501034015,-3207.204060305821,-3101.210603068606,Weibull,-2722.266956826304,-2648.0541489632146,-2560.357685282269
Taupo,2010s,12,Weibull,-3236.070849018868,-3169.886157594465,-3050.157101858041,Weibull,-3405.7906653533964,-3256.5820294065575,-3162.5964635606474
Taupo,2010s,13,Weibull,-3065.947902215447,-3013.6499188248645,-2931.922330282625,Gamma,-2933.3280131903875,-2937.9246228335137,-2881.7858869429815
Taupo,2010s,14,Weibull,-2992.646332970837,-2848.5367051151848,-2712.1034789688483,Weibull,-3539.855470311613,-3346.0073346743898,-3257.8310483763466
Taupo,2010s,15,Weibull,-1727.3700041300488,-1702.54943314901,-1650.1119096549937,Weibull,-2012.1767866695532,-1932.2467991485858,-1890.0935276995597
Taupo,2010s,16,Weibull,-2835.303050029716,-2735.6186075035093,-2642.7432840368574,Weibull,-3456.958343978341,-3307.979353924608,-3239.3946189155636
Taupo,2010s,17,Gamma,-1243.9151697273523,-1245.0419943897887,-1215.7146274534211,Weibull,-1482.9288528469626,-1440.0454825889635,-1414.140870074083
Taupo,2010s,18,Weibull,-2141.577913711123,-2085.503892472915,-2024.3642584633942,Weibull,-2171.3026646208236,-2118.42935948471,-2081.835440607389
Taupo,2010s,19,Gamma,-1596.871785106213,-1602.8505670022362,-1569.7405752543582,Weibull,-1841.9447331609076,-1793.9871616964645,-1767.8677299709286
Taupo,2010s,20,Gamma,-1522.2980670655186,-1539.6029235661263,-1513.7783339323855,Gamma,-1865.3883211344319,-1875.6467799164573,-1855.1505448408145
Taupo,2010s,21,Gamma,-649.0844025576872,-664.8302541542065,-654.4386285265331,Weibull,-745.5363481540112,-730.4615359776205,-719.0203117292131
Taupo,2010s,22,Weibull,-1618.939396123427,-1610.3687351051765,-1575.1067750970003,Weibull,-1905.919260434182,-1852.1470761913013,-1826.6367508754465
Taupo,2010s,23,Gamma,-458.2249277894022,-493.06030378258845,-490.3070546466613,Weibull,-619.227411610879,-589.9578754008247,-579.7946500178232
Taupo,2010s,24,Weibull,-761.1707899998295,-740.0638065576929,-719.0749623357422,Weibull,-728.4450543424532,-727.4434950178571,-717.9705720990299
Taupo,2010s,25,Weibull,-983.3707496335687,-982.7796424610216,-964.1455901219441,Gamma,-1119.3309872260177,-1131.0962408106755,-1109.1000370067645
Taupo,2010s,26,Gamma,-834.2042699118249,-838.4250933050077,-812.7232950862598,Weibull,-1007.8112833377958,-952.3653052228337,-920.4763979371412
Taupo,2010s,27,Gamma,-812.4836635971403,-817.8316973108622,-795.3974164477233,Weibull,-907.853328911644,-762.1546674400741,-702.5552253201298
Taupo,2010s,28,Gamma,-523.9103020872437,-526.1416406071874,-513.3001878877986,Weibull,-618.8899235258014,-610.0157544119311,-598.744694050433
Taupo,2010s,29,Weibull,-723.6224408923314,-691.247166683811,-664.4644079971055,Weibull,-1151.300835290549,-1115.0317816031707,-1099.2034988269204
Taupo,2010s,30,Weibull,-649.8796208668263,-582.5892605459356,-535.1405219969834,Weibull,-914.5813258707944,-780.7346353692427,-722.4598072477835
Taupo,2010s,31,Weibull,-848.4986547106832,-821.963996379891,-793.7591858486447,Weibull,-1354.278315799698,-1313.9565820406292,-1294.370996952388
Taupo,2010s,32,Weibull,-253.3117242223458,-230.30378718073666,-218.2027100061019,Weibull,-413.1200071383114,-366.6275428162381,-356.69271664077456
Taupo,2010s,33,Weibull,-102.30092674972802,-90.61175196486087,-81.53147377801207,Weibull,-159.52038864920084,-142.7519408513797,-134.33768667212104
Taupo,2010s,34,Weibull,-225.85687538004046,-189.8278641328989,-175.55959586953074,Weibull,-325.3978625325265,-233.99277984279135,-215.26955781485623
Taupo,2010s,35,Weibull,-85.97199885703338,-85.11392329096482,-83.11384872621748,Gamma,-197.1555320913075,-200.08019561513248,-199.65764898938116
Taupo,2010s,36,Weibull,-41.757899931645845,-41.60350901291659,-40.43231343321185,Weibull,-89.18877422812434,-80.45447995395011,-79.2868993749497
Taupo,2010s,37,Weibull,-81.25561051596888,-75.46977292539759,-70.9386958805704,Weibull,-104.97846642050627,-79.06273231784054,-72.3170886517973
Taupo,2010s,38,Weibull,-21.825330806057984,-19.9082871033036,-19.456425430018303,Weibull,-54.00960240834837,-53.06548391606402,-53.01287346963665
Taupo,2010s,40,Weibull,-26.15792167655627,-26.11215915512219,-25.892903246249038,Weibull,-63.49878424841542,-60.462185938736,-60.180424360491656
Taupo,2010s,42,Lognormal,1.9511138203869387,1.0075345617013411,0.5993066821550506,Weibull,-19.996016524253434,-17.842460605194887,-17.54564908192807
Taupo,2020s,4,Weibull,-3101.861445676377,-2933.8289205806445,-2644.1462688118936,Weibull,-4824.2044428220315,-4690.869993142717,-4533.271068935205
Taupo,2020s,5,Weibull,-2964.0643097951124,-2832.29799939847,-2669.830977794381,Weibull,-3662.8041432343407,-3518.1856718290487,-3387.9073445510617
Taupo,2020s,6,Weibull,-3251.8056315184217,-3154.1734654881466,-3029.6997997498015,Weibull,-3826.282955483604,-3658.9134581679837,-3533.717738030993
Taupo,2020s,7,Gamma,-194.8303066285029,-197.54561750510584,-195.8668704923489,Gamma,-212.15352336464045,-219.5088899078367,-219.36053982926268
Taupo,2020s,8,Weibull,-810.7927784543997,-809.5027638116542,-802.0013198098525,Weibull,-728.3669068356185,-698.1294292574512,-688.6096731789911
Taupo,2020s,9,Weibull,-745.3975350014855,-719.2975562310007,-697.2174126129474,Weibull,-926.0496702205954,-861.000623402107,-841.2287254604206
Taupo,2020s,10,Weibull,-732.4143067093295,-687.8817044469491,-656.5745685125344,Weibull,-1002.9749128347372,-930.4937919779921,-905.6150679497897
Taupo,2020s,12,Weibull,-1021.310992000409,-971.8503727318601,-928.1536084075777,Weibull,-1331.4139314154115,-1221.2011668809578,-1186.090935088654
Taupo,2020s,13,Weibull,-1070.470565159423,-997.2653716667264,-950.1770776321692,Weibull,-1073.6813265031253,-1024.225303548496,-991.6183982372295
Taupo,2020s,14,Gamma,-881.1061183231237,-882.9697716040637,-864.9541021535091,Weibull,-912.5086703708832,-879.2314110156221,-863.4866979274922
Taupo,2020s,15,Weibull,-1058.5992037875499,-962.6048393249531,-896.5097009292964,Weibull,-1026.6358082594916,-952.5261327430961,-914.4570697679117
Taupo,2020s,16,Weibull,-849.844887462066,-813.200503619979,-789.1383446108377,Weibull,-1009.5526911931564,-1002.3276287138542,-990.5166125107169
Taupo,2020s,17,Weibull,-557.8618431807001,-548.9820298992527,-533.2264184979455,Weibull,-745.566450241703,-730.0141084509099,-721.640951544338
Taupo,2020s,18,Weibull,-225.57363371337843,-209.74564017016624,-201.6010709178487,Weibull,-252.37231129984832,-243.30398281833467,-240.14118379028272
Taupo,2020s,19,Gamma,-509.8894228891702,-513.1571300892361,-503.2872685807611,Gamma,-511.273085027835,-528.9286385473398,-523.3120794768971
Taupo,2020s,20,Weibull,-153.00569214523333,-142.76608062759576,-136.67690893502092,Lognormal,-126.07307127738704,-139.87955498022205,-141.15134638753446
Taupo,2020s,21,Weibull,-135.1672032472169,-128.30780043755172,-124.20564618353404,Weibull,-108.84859292953549,-107.31752392456575,-105.45992781386998
Taupo,2020s,22,Gamma,-488.8614459013959,-491.57348330862925,-482.0622201197236,Gamma,-566.1886531167767,-568.954648608205,-563.9989676658871
Taupo,2020s,23,Weibull,-39.81665659029693,-32.2327335650166,-29.96216114468023,Weibull,-43.80199782884601,-31.524971547919726,-30.14610232566576
Taupo,2020s,24,Weibull,-13.668692338666855,-12.684212045804166,-12.302437822715625,Weibull,-15.357826666847018,-14.915982227715585,-14.782371061644948
Taupo,2020s,25,Weibull,-519.9830573899413,-516.1569799549754,-508.25320417999774,Weibull,-662.841816353116,-644.8286745177902,-637.795958868194
Taupo,2020s,26,Weibull,-102.66485557157866,-100.13249713178448,-97.7156286537181,Weibull,-117.32963107623894,-107.67796252547001,-105.54952747714599
Taupo,2020s,27,Weibull,-97.51148648337075,-95.33619909053995,-92.98762346245903,Weibull,-94.09073953011806,-81.81382024043789,-78.8641191242929
Taupo,2020s,28,Lognormal,-55.93221801757768,-61.69818877539676,-62.18970693686026,Lognormal,-67.75824178086839,-72.44408046005064,-72.53794235386347
Taupo,2020s,31,Gamma,-41.177082819106246,-42.192029894942365,-42.05041686256672,Lognormal,-60.34065937811211,-66.40119167825605,-66.66884989469979
Taupo,2020s,33,Gamma,-92.93207865456284,-94.44111095631675,-93.48292283582619,Gamma,-149.52326829915037,-158.94253222549077,-158.40041051808987
Taupo,2020s,34,Lognormal,-86.70414812549305,-96.74475991053357,-96.87169479333664,Lognormal,-125.39049143664747,-138.63873018711976,-139.14268255661418
Taupo,2020s,35,Weibull,-35.35195247349058,-33.55883740481212,-33.16014886955801,Weibull,-60.4871765427841,-56.092317495554106,-55.61203229277902
Taupo,2020s,36,Weibull,-24.012343464828984,-22.032518379465156,-21.778482670405015,Weibull,-29.28907718085155,-26.156822310102296,-25.89441426675338
Waikato,1990s,6,Weibull,-108.5046427505586,-71.91114636973028,-48.25242851239191,Weibull,-236.99827182344694,-216.11936419506742,-204.52596936451616
Waikato,1990s,8,Weibull,-137.22221180405174,-93.79845926461644,-66.0403823573029,Weibull,-272.97293742764475,-233.81709743475147,-220.0995271730585
Waikato,1990s,9,Weibull,-195.95300755599044,-180.02623704856435,-162.73283358906792,Weibull,-353.8564390662561,-343.832436054824,-337.4121582755426
Waikato,2000s,10,Gamma,-391.5676461108623,-413.801208542942,-411.5913894832551,Gamma,-578.5711081565416,-586.4351276237638,-583.7763597336708
Waikato,2000s,11,Gamma,-450.1575631762854,-467.6963770936625,-463.76112698584916,Weibull,-672.5785000202995,-662.9222519101722,-658.9619507309563
Waikato,2000s,15,Weibull,-440.26896018851505,-427.95860438696286,-416.9939747435584,Weibull,-678.1785865673787,-583.0141844442122,-563.5346743582166
Waikato,2000s,16,Weibull,-354.5620014193464,-333.7667856723174,-322.3883792469948,Weibull,-668.8924070526772,-633.3341206435806,-626.1777132469394
Waikato,2000s,18,Weibull,-312.6542859182251,-299.3886527174069,-289.3620298016501,Weibull,-586.2755538843604,-564.1750219849489,-557.9405553980804
Waikato,2010s,20,Weibull,-290.44438873447,-271.29517776091325,-259.4330401314699,Weibull,-559.9362739950867,-516.4075512518015,-507.0552427460073
Waikato,2010s,22,Weibull,-257.1250386552534,-245.40731336786786,-234.55982289425458,Weibull,-530.6126795122584,-488.5469153975788,-478.41674335083707
Waikato,2010s,24,Gamma,-255.3094893866721,-257.5757012032705,-252.4454154464113,Gamma,-526.203312487344,-529.2869998649023,-527.8882119025923
West Coast,1970s,4,Weibull,-884.9437379141476,-884.1282304252347,-857.5162655747627,Lognormal,-867.1638021385221,-912.1626466689565,-925.3989165016949
West Coast,1970s,5,Weibull,-41.639594525712084,-37.750339520781914,-36.98198552560555,Lognormal,-38.38353230681486,-40.30955322588596,-40.43986443900424
West Coast,1970s,6,Weibull,-1067.705215557828,-1024.7335155144756,-962.2472952263521,Weibull,-1026.929239290553,-1018.6727723280818,-989.9127849700963
West Coast,1970s,7,Weibull,-1069.1153419788232,-948.5944291291862,-734.112188553618,Weibull,-1255.649662648648,-1146.126660291176,-1019.7942887119954
West Coast,1970s,8,Lognormal,-475.6102319585168,-523.8373367682459,-534.6903812869632,Lognormal,-495.75001643847156,-532.1359892528075,-538.6245975944136
West Coast,1970s,9,Weibull,-948.902063842486,-832.2749581558029,-543.1354860279886,Weibull,-760.9039609842957,-646.0928704425984,-487.6250195244857
West Coast,1970s,10,Weibull,-651.4823695783381,-543.7155958627153,-417.30236022307366,Weibull,-613.4630175045204,-475.2653191569184,-380.8986909932009
West Coast,1970s,11,Weibull,-493.88420143761743,-488.9482091762651,-482.58623011681743,Weibull,-467.5460095847437,-460.0139765477061,-454.0973695377581
West Coast,1970s,12,Weibull,-997.4912696006278,-860.7344419548486,-659.4998480896211,Weibull,-843.3444629609997,-660.9918171908254,-490.8732945606137
West Coast,1970s,13,Gamma,-469.64022851520076,-483.49479462225776,-480.69683295640147,Gamma,-403.6541552408056,-435.4835339228504,-434.1669790861701
West Coast,1970s,14,Weibull,-651.1459400675851,-548.205560070133,-425.88032503805186,Weibull,-620.0923918031648,-472.1284022449001,-370.14700332837907
West Coast,1970s,15,Weibull,-536.5531633815016,-523.5966486507382,-496.15065951705276,Weibull,-451.84514741247074,-369.42065245935265,-324.41047766357707
West Coast,1970s,16,Lognormal,-392.2823849559832,-413.62411630175666,-413.6370237716655,Weibull,-451.06111239354755,-446.3634353870756,-439.8170115751085
West Coast,1970s,17,Weibull,-88.1647947799336,-83.60815626773834,-81.99667465097025,Weibull,-115.22539581413056,-105.56813530400666,-104.10095812559854
West Coast,1970s,18,Weibull,-88.22166341665525,-83.17589562274016,-81.48443714452303,Weibull,-124.21228726408637,-112.52319807956266,-110.94524148317785
West Coast,1970s,19,Gamma,-215.05600436517767,-221.65414975343802,-220.72809208649528,Gamma,-225.10435721332286,-225.53153029607,-224.52750953173998
West Coast,1970s,20,Weibull,-92.39649702313325,-80.86770651627717,-75.95530152765329,Weibull,-101.2966418894035,-99.08580699205564,-96.45971154613753
West Coast,1970s,21,Gamma,-138.72894548239358,-141.9103340969558,-141.58041128460096,Lognormal,-144.88292805274918,-157.79475524424072,-158.43585884599327
West Coast,1970s,22,Weibull,-128.33465692424,-115.05882232424148,-107.99786354112308,Weibull,-168.857562890474,-154.92312515030451,-149.29503829595785
West Coast,1970s,23,Weibull,-86.07414511686314,-84.45773895159417,-83.80180386509383,Lognormal,-97.15568905440283,-105.3243415157286,-105.65293834954957
West Coast,1970s,24,Weibull,-86.96206817201461,-85.12813798546286,-84.39811237824388,Gamma,-92.34406537551651,-96.77811886011492,-96.70555850962796
West Coast,1970s,25,Weibull,-56.71981130306724,-55.05218438750926,-54.577718968084866,Weibull,-61.10785102336854,-60.87175021277859,-60.59133705827945
West Coast,1970s,26,Weibull,-56.87675667819489,-55.411025248153365,-54.94374617179888,Gamma,-71.73407323042287,-72.81573338519514,-72.67400853759848
West Coast,1970s,27,Weibull,-56.57195765468084,-54.76964143795767,-54.281142677676655,Gamma,-60.23193098431953,-62.048773997292386,-61.916545568866894
West Coast,1970s,28,Gamma,-24.33139444456588,-24.759476290400645,-24.68150601571572,Lognormal,-30.285478844109306,-32.16018280414419,-32.18212201107485
West Coast,1980s,2,Lognormal,-3418.0088173416275,-3372.6268767893507,-3650.2430733723095,Weibull,-2580.5227348511107,-2490.2017986700316,-2386.19466578855
West Coast,1980s,3,Weibull,-2670.6545094682147,-2431.77175859418,-1825.4068169215507,Weibull,-3501.3649538234863,-3464.554952085633,-3375.54610277549
West Coast,1980s,4,Weibull,-16010.235351191575,-15206.946091306625,-13070.471285769023,Weibull,-17851.937203397905,-17686.249253765167,-17364.94020743484
West Coast,1980s,5,Weibull,-27793.618352421418,-26512.174710986998,-20162.828632053504,Weibull,-29861.714005228292,-29344.323045071218,-27669.88377717555
West Coast,1980s,6,Weibull,-7407.571042111244,-6371.373537933487,-2550.034793906071,Weibull,-8783.270140106108,-8342.450245549351,-7252.021550369658
West Coast,1980s,7,Weibull,-7171.756957139558,-6368.080368876881,-3785.8890796852634,Weibull,-10488.279215024766,-10316.91981161223,-9595.435520627141
West Coast,1980s,8,Weibull,-7687.863721458201,-5874.344569536127,-3730.112026033136,Weibull,-9945.984818662595,-9196.871067882126,-8395.931332696317
West Coast,1980s,9,Weibull,-4455.220109121456,-3395.530338752456,-2172.7912405068882,Weibull,-4419.251445445448,-3578.8305217288666,-2997.4175223828465
West Coast,1980s,10,Weibull,-5022.712070096363,-4297.531420102567,-3655.4851495502144,Weibull,-5031.531830815642,-4369.536350187156,-3957.029735976116
West Coast,1980s,11,Weibull,-703.3851596299555,-701.533395151078,-663.2434748683509,Weibull,-630.6025307120593,-601.4750923038097,-563.2512150209219
West Coast,1980s,12,Gamma,-473.43519565298595,-474.5864963392919,-460.14659462376534,Weibull,-521.3018958054391,-460.13125120462206,-436.2495240049914
West Coast,1980s,13,Gamma,-220.45964962141318,-229.40318025354549,-227.18536571250536,Weibull,-256.88975752640266,-246.10966555490697,-242.11551925326017
West Coast,1980s,14,Weibull,-231.0725182855361,-149.10024575007506,-49.45327467636015,Weibull,-251.89949218903166,-153.32807914725902,-71.24200530152449
West Coast,1980s,15,Gamma,-469.9476429568043,-473.65066138976704,-464.7699387844276,Gamma,-654.2247820066801,-658.4797189844994,-653.8989840418798
West Coast,1980s,16,Weibull,-349.21704449502084,-225.18733428412273,-110.00112731047733,Weibull,-426.858412857668,-239.50273900252333,-126.2646258591486
West Coast,1980s,17,Weibull,-164.95275269066158,-84.51724218214935,5.922833880006937,Weibull,-125.4351315023271,-22.129921356672355,58.69311207166681
West Coast,1980s,18,Weibull,-484.2404103745175,-312.4342329299179,-118.84242134518276,Weibull,-480.9288084501978,-271.0733727730358,-107.5427689231071
West Coast,1980s,19,Weibull,-185.47252910263077,-122.92131598858487,-33.49298900984433,Weibull,-174.35544619443985,-104.79598134016365,-32.476262332066455
West Coast,1980s,20,Weibull,-165.15354630584451,-159.63080866296434,-154.05605942537676,Weibull,-133.88186454311005,-105.71272034507808,-93.6177095513872
West Coast,1980s,21,Weibull,-411.5274954610915,-291.1247477965097,-155.86013873105097,Weibull,-331.6843249025857,-181.121872822726,-58.866975919472445
West Coast,1980s,22,Weibull,-127.5548681846646,-121.24154488641345,-116.79334568958738,Weibull,-122.22708799856571,-102.33891582467226,-94.57567822932256
West Coast,1980s,23,Weibull,-115.23519686620004,-108.46093490037804,-104.52125240802805,Weibull,-90.31162472321257,-70.87380111277265,-64.89700553370326
West Coast,1980s,24,Weibull,-72.11615410229197,-70.95526855575704,-69.4148479311964,Weibull,-44.095358236366984,-43.29966954718205,-42.564477111822484
West Coast,1980s,25,Weibull,-152.77482651590628,-140.95755599461955,-134.82695542422823,Weibull,-131.50807575181375,-115.93788064495901,-109.54004733914384
West Coast,1980s,26,Gamma,-91.8678852595191,-92.86019146275363,-91.84902616720214,Weibull,-141.17681052418055,-137.1552074808604,-135.31805326489732
West Coast,1980s,27,Lognormal,-29.555394044402277,-33.37681378154396,-33.84160111284741,Weibull,-50.556599039638975,-47.87667325343142,-47.57743249364844
West Coast,1980s,28,Weibull,-96.33460280666797,-94.52081735970958,-92.22329654457332,Gamma,-92.8537180228992,-96.23680616176381,-96.0071310364197
West Coast,1980s,29,Weibull,-49.27777437116103,-48.46580529077537,-48.07837033419442,Lognormal,-56.85904847295207,-61.77585891905326,-61.90188375003855
West Coast,1990s,1,Insufficient Data,NA,NA,NA,Insufficient Data,NA,NA,NA
West Coast,1990s,2,Weibull,-306.8443532747556,-263.0798935383066,-155.67778830088182,Weibull,-403.9687620604179,-401.08895861205684,-382.2417353158603
West Coast,1990s,3,Weibull,-7072.482903232455,-5489.566198911537,-1552.766657988001,Weibull,-14438.003523255917,-13149.922304797008,-11967.126916578874
West Coast,1990s,4,Weibull,-52117.82589089356,-50052.29580383271,-41273.27053658469,Gamma,-57620.72106050646,-61270.59671986231,-60368.573190708354
West Coast,1990s,5,Weibull,-49485.186943595836,-46952.19474664787,-41128.1520234127,Gamma,-56701.26476193192,-57467.3299828246,-55724.64268907208
West Coast,1990s,6,Weibull,-25693.610919705032,-21670.637969386433,-14497.356136646962,Weibull,-32269.751083079776,-31303.135091574884,-28999.951811299572
West Coast,1990s,7,Weibull,-41013.08876249895,-37913.081593419665,-33925.61340724011,Gamma,-56780.86529648037,-56879.702385360295,-55662.579168619064
West Coast,1990s,8,Weibull,-31895.083232153585,-31692.947723299334,-30263.640934574156,Gamma,-47798.74544389012,-48892.025394669006,-48235.76508057699
West Coast,1990s,9,Weibull,-28378.75255569696,-26432.333487848377,-22348.745297521098,Gamma,-28694.64059500031,-29000.22477817346,-27435.508872845538
West Coast,1990s,10,Gamma,-35604.524983029136,-35837.27479270974,-33999.237714331364,Gamma,-35058.0458856824,-35935.83808592216,-35509.737372866075
West Coast,1990s,11,Weibull,-19836.21258282476,-19803.218049332947,-18645.957422008985,Gamma,-17546.91187411255,-17699.941129727853,-17039.39131727659
West Coast,1990s,12,Gamma,-10126.941869091557,-10219.898508008546,-9723.469949789658,Gamma,-10829.376600452788,-11516.854712933306,-11294.369668717078
West Coast,1990s,13,Gamma,-6591.133977758381,-7121.252822499916,-7089.895458525542,Gamma,-6025.44858873455,-6478.49216687977,-6457.96267829102
West Coast,1990s,14,Gamma,-5940.645749228834,-6259.10659233453,-6139.8786517191975,Gamma,-7318.812283844108,-7592.319370457266,-7492.533338576387
West Coast,1990s,15,Gamma,-2961.49811674918,-3258.096724857933,-3239.5849402402746,Gamma,-3525.4326219921845,-3553.6727060829926,-3467.227661241968
West Coast,1990s,16,Gamma,-3435.0909393538304,-3639.069002681643,-3586.8713398712184,Gamma,-3491.2679928076586,-3737.7144212558296,-3703.0887676305997
West Coast,1990s,17,Gamma,-3373.9470464056794,-3391.604132466379,-3267.857501758138,Gamma,-3516.4086409191445,-3582.9776411238768,-3491.5046936189992
West Coast,1990s,18,Weibull,-3963.094262966786,-3808.932548505501,-3602.529711079314,Gamma,-4816.427455425037,-4914.0943214510835,-4811.867186524872
West Coast,1990s,19,Weibull,-4315.027563819109,-3775.097339151529,-3279.6134941728455,Weibull,-4586.84976846168,-4266.876298782239,-4022.04297372347
